Uniprot	Gene Symbol
UniProtKB:A1A580	KRTAP23-1
UniProtKB:P56537	EIF6
UniProtKB:Q9BXC9	BBS2
UniProtKB:Q9BXC1	GPR174
UniProtKB:Q9BXB5	OSBPL10
UniProtKB:Q5T7N3	KANK4
UniProtKB:Q6IN85	PPP4R3A
UniProtKB:Q68EN5	MATCAP1
UniProtKB:Q2M2Z5	KIZ
UniProtKB:Q6ZUX3	TOGARAM2
UniProtKB:Q6IMN6	CAPRIN2
UniProtKB:Q6ZV73	FGD6
UniProtKB:Q6ZUT3	FRMD7
UniProtKB:Q9BX67	JAM3
UniProtKB:Q9BX66	SORBS1
UniProtKB:Q2M329	CFAP184
UniProtKB:Q5BN46	PIERCE1
UniProtKB:Q2M2I5	KRT24
UniProtKB:Q68DX3	FRMPD2
UniProtKB:Q01974	ROR2
UniProtKB:Q01973	ROR1
UniProtKB:Q6PIZ9	TRAT1
UniProtKB:Q7Z570	ZNF804A
UniProtKB:Q9NTK5	OLA1
UniProtKB:Q5T6F0	DCAF12
UniProtKB:Q6ZU80	CEP128
UniProtKB:Q9BVV6	KIAA0586
UniProtKB:Q9BW62	KATNAL1
UniProtKB:Q9BVT8	TMUB1
UniProtKB:Q2M1P5	KIF7
UniProtKB:Q6ZTR7	CIBAR2
UniProtKB:Q68DA7	FMN1
UniProtKB:O00291	HIP1
UniProtKB:Q8IYY4	DZIP1L
UniProtKB:Q3SY46	KRTAP13-3
UniProtKB:Q8IYX8	CEP57L1
UniProtKB:Q8IYX7	SAXO1
UniProtKB:Q8IYX3	CCDC116
UniProtKB:Q8IYX1	TBC1D21
UniProtKB:Q8IYW2	CFAP46
UniProtKB:P21333	FLNA
UniProtKB:Q92896	GLG1
UniProtKB:Q3SY00	TSGA10IP
UniProtKB:Q8IYT4	KATNAL2
UniProtKB:Q8IYT3	CCDC170
UniProtKB:Q8IYS8	BOD1L2
UniProtKB:Q8TEW0	PARD3
UniProtKB:P16219	ACADS
UniProtKB:Q8TF76	HASPIN
UniProtKB:Q8TF74	WIPF2
UniProtKB:Q8TF72	SHROOM3
UniProtKB:Q8TEU7	RAPGEF6
UniProtKB:Q92845	KIFAP3
UniProtKB:O94768	STK17B
UniProtKB:Q92838	EDA
UniProtKB:Q92835	INPP5D
UniProtKB:Q92834	RPGR
UniProtKB:Q99569	PKP4
UniProtKB:Q92831	KAT2B
UniProtKB:Q8TF46	DIS3L
UniProtKB:Q99550	MPHOSPH9
UniProtKB:Q8TF30	WHAMM
UniProtKB:Q8IYM1	SEPTIN12
UniProtKB:Q8TEP8	CEP192
UniProtKB:Q8IYK2	TEKTL1
UniProtKB:Q99527	GPER1
UniProtKB:Q8TF09	DYNLRB2
UniProtKB:Q53GS7	GLE1
UniProtKB:Q7L2Z9	CENPQ
UniProtKB:Q99504	EYA3
UniProtKB:Q99501	GAS2L1
UniProtKB:Q8IYH5	ZZZ3
UniProtKB:P46940	IQGAP1
UniProtKB:P63000	RAC1
UniProtKB:P46939	UTRN
UniProtKB:Q8IYE1	CCDC13
UniProtKB:Q8IYE0	CCDC146
UniProtKB:P51843	NR0B1
UniProtKB:Q8WVC0	LEO1
UniProtKB:O00499	BIN1
UniProtKB:O00463	TRAF5
UniProtKB:Q676U5	ATG16L1
UniProtKB:O00444	PLK4
UniProtKB:P16452	EPB42
UniProtKB:O00429	DNM1L
UniProtKB:O00423	EML1
UniProtKB:O94986	CEP152
UniProtKB:Q05209	PTPN12
UniProtKB:Q8WUW1	BRK1
UniProtKB:O94967	WDR47
UniProtKB:P63267	ACTG2
UniProtKB:P63261	ACTG1
UniProtKB:Q99741	CDC6
UniProtKB:Q8WV22	NSMCE1
UniProtKB:Q99719	SEPTIN5
UniProtKB:P63208	SKP1
UniProtKB:Q8WUM4	PDCD6IP
UniProtKB:Q8TCX1	DYNC2LI1
UniProtKB:Q8IWQ3	BRSK2
UniProtKB:Q5FBB7	SGO1
UniProtKB:Q8TCU4	ALMS1
UniProtKB:Q8TD57	DNAH3
UniProtKB:Q92630	DYRK2
UniProtKB:Q8IWN7	RP1L1
UniProtKB:Q92629	SGCD
UniProtKB:Q92624	APPBP2
UniProtKB:Q8TD31	CCHCR1
UniProtKB:Q92614	MYO18A
UniProtKB:Q92608	DOCK2
UniProtKB:Q8TD19	NEK9
UniProtKB:Q8TD16	BICD2
UniProtKB:Q8TD08	MAPK15
UniProtKB:Q15058	KIF14
UniProtKB:P46736	BRCC3
UniProtKB:Q8IWG1	DNAI3
UniProtKB:Q8TCI5	CIMAP3
UniProtKB:Q8IWD4	CCDC117
UniProtKB:Q15019	SEPTIN2
UniProtKB:Q15018	ABRAXAS2
UniProtKB:Q15013	MAD2L1BP
UniProtKB:Q8IWC1	MAP7D3
UniProtKB:Q15004	PCLAF
UniProtKB:P56945	BCAR1
UniProtKB:Q8TBZ6	TRMT10A
UniProtKB:Q8IVU9	CABCOCO1
UniProtKB:Q8TBZ0	CCDC110
UniProtKB:Q92599	SEPTIN8
UniProtKB:Q92598	HSPH1
UniProtKB:Q92597	NDRG1
UniProtKB:Q8TBY9	CFAP251
UniProtKB:Q5SZL2	CEP85L
UniProtKB:Q8TC94	ACTL9
UniProtKB:Q8IW41	MAPKAPK5
UniProtKB:Q8IW40	CCDC103
UniProtKB:Q92574	TSC1
UniProtKB:P36405	ARL3
UniProtKB:Q8TC84	FANK1
UniProtKB:Q8IW35	CEP97
UniProtKB:Q8TC76	FAM110B
UniProtKB:Q92558	WASF1
UniProtKB:Q92547	TOPBP1
UniProtKB:Q8TC44	POC1B
UniProtKB:Q92527	ANKRD7
UniProtKB:Q9BQ89	FAM110A
UniProtKB:Q9BQ66	KRTAP4-12
UniProtKB:P29475	NOS1
UniProtKB:P29474	NOS3
UniProtKB:Q6ZNM6	SPMIP10
UniProtKB:Q6ZNL6	FGD5
UniProtKB:O60299	LZTS3
UniProtKB:O60292	SIPA1L3
UniProtKB:Q14BN4	SLMAP
UniProtKB:O60285	NUAK1
UniProtKB:O60282	KIF5C
UniProtKB:O60271	SPAG9
UniProtKB:Q5SNT2	TMEM201
UniProtKB:O60237	PPP1R12B
UniProtKB:O60234	GMFG
UniProtKB:Q6ZNE5	ATG14
UniProtKB:O60229	KALRN
UniProtKB:O60216	RAD21
UniProtKB:Q01201	RELB
UniProtKB:P19105	MYL12A
UniProtKB:P86452	ZBED6
UniProtKB:Q6ZN84	CCDC81
UniProtKB:Q6ZMW3	EML6
UniProtKB:P22694	PRKACB
UniProtKB:Q6ZS11	RINL
UniProtKB:Q9BU20	CPLANE2
UniProtKB:Q5M775	SPECC1
UniProtKB:O60674	JAK2
UniProtKB:O60662	KLHL41
UniProtKB:P12883	MYH7
UniProtKB:P12882	MYH1
UniProtKB:Q9BTE7	DCUN1D5
UniProtKB:Q9BTE1	DCTN5
UniProtKB:Q01658	DR1
UniProtKB:Q9BTC0	DIDO1
UniProtKB:Q08379	GOLGA2
UniProtKB:Q5BJF6	ODF2
UniProtKB:Q86WT1	IFT70A
UniProtKB:P12830	CDH1
UniProtKB:Q5BJE1	CCDC178
UniProtKB:P12829	MYL4
UniProtKB:P12814	ACTN1
UniProtKB:Q5T3J3	LRIF1
UniProtKB:Q5SRH9	TTC39A
UniProtKB:Q9P225	DNAH2
UniProtKB:Q9BT92	TCHP
UniProtKB:A2A2Y4	FRMD3
UniProtKB:P06400	RB1
UniProtKB:Q6NYC8	PPP1R18
UniProtKB:Q99996	AKAP9
UniProtKB:Q8WX93	PALLD
UniProtKB:Q8WWW0	RASSF5
UniProtKB:Q86Y91	KIF18B
UniProtKB:Q6Q759	SPAG17
UniProtKB:Q99961	SH3GL1
UniProtKB:Q6TDU7	DNAI7
ComplexPortal:CPX-2668	arp2_3_human-7
ComplexPortal:CPX-2663	arp2_3_human
UniProtKB:Q6ZP82	CCDC141
UniProtKB:P22888	LHCGR
UniProtKB:Q6ZP65	BICDL1
UniProtKB:Q9BR77	CCDC77
UniProtKB:Q9BR76	CORO1B
UniProtKB:P29597	TYK2
UniProtKB:Q14CS0	UBXN2B
UniProtKB:Q14CN4	KRT72
UniProtKB:Q9BQL6	FERMT1
UniProtKB:Q14CM0	FRMPD4
UniProtKB:Q9BQI6	SLF1
UniProtKB:O60336	MAPKBP1
UniProtKB:O60333	KIF1B
UniProtKB:Q9BQE4	SELENOS
UniProtKB:Q9BQE3	TUBA1C
UniProtKB:O60308	CEP104
UniProtKB:Q5T0N5	FNBP1L
UniProtKB:Q5T0N1	CFAP70
UniProtKB:Q08043	ACTN3
UniProtKB:P19237	TNNI1
UniProtKB:Q5T0J7	TEX35
UniProtKB:Q7Z4T9	CFAP91
UniProtKB:Q00587	CDC42EP1
UniProtKB:P09769	FGR
UniProtKB:P55040	GEM
UniProtKB:Q07283	TCHH
UniProtKB:Q00536	CDK16
UniProtKB:Q00535	CDK5
UniProtKB:Q00534	CDK6
UniProtKB:P55008	AIF1
UniProtKB:P17948	FLT1
UniProtKB:A1L390	PLEKHG3
UniProtKB:Q7Z4L9	PPP1R42
UniProtKB:Q7Z4L5	TTC21B
UniProtKB:Q7Z4K8	TRIM46
UniProtKB:Q7Z4H7	HAUS6
UniProtKB:Q5T7B8	KIF24
UniProtKB:A8MYV0	DCDC2C
UniProtKB:Q70EL3	USP50
UniProtKB:Q9P0T7	TMEM9
UniProtKB:Q7Z794	KRT77
UniProtKB:Q3KQU3	MAP7D1
UniProtKB:Q9P0N9	TBC1D7
UniProtKB:Q9P0N5	TMEM216
UniProtKB:Q9P0L9	PKD2L1
UniProtKB:Q9P0L2	MARK1
UniProtKB:Q9P0L0	VAPA
UniProtKB:Q3KR16	PLEKHG6
UniProtKB:Q7Z736	PLEKHH3
UniProtKB:Q9P0K7	RAI14
UniProtKB:P29274	ADORA2A
UniProtKB:P35527	KRT9
UniProtKB:Q6P0Q8	MAST2
UniProtKB:Q14093	CYLC2
ComplexPortal:CPX-1004	p-atac_human
UniProtKB:Q14019	COTL1
UniProtKB:Q14008	CKAP5
UniProtKB:Q14003	KCNC3
UniProtKB:P25205	MCM3
UniProtKB:Q9BYV8	CEP41
UniProtKB:Q9BZ68	FRMD8P1
UniProtKB:Q9BZ67	FRMD8
UniProtKB:Q9BYU5	KRTAP2-1
UniProtKB:Q9BYT5	KRTAP2-2
UniProtKB:Q9BYS1	KRTAP1-5
UniProtKB:Q9BYR9	KRTAP2-4
UniProtKB:Q9BYR8	KRTAP3-1
UniProtKB:Q9BYR7	KRTAP3-2
UniProtKB:Q9BYR6	KRTAP3-3
UniProtKB:Q9BYR5	KRTAP4-2
UniProtKB:Q9BYR4	KRTAP4-3
UniProtKB:Q9BYR3	KRTAP4-4
UniProtKB:Q9BYR2	KRTAP4-5
UniProtKB:Q9BYR0	KRTAP4-7
UniProtKB:Q9BYQ8	KRTAP4-9
UniProtKB:Q9BYQ7	KRTAP4-1
UniProtKB:Q9BYQ6	KRTAP4-11
UniProtKB:Q9BYQ5	KRTAP4-6
UniProtKB:Q9BYQ4	KRTAP9-2
UniProtKB:Q9BYQ2	KRTAP9-4
UniProtKB:Q9BYQ0	KRTAP9-8
UniProtKB:Q9BYP9	KRTAP9-9
UniProtKB:Q9BYP8	KRTAP17-1
UniProtKB:Q9BYD9	ACTRT3
UniProtKB:Q9BYQ3	KRTAP9-3
UniProtKB:Q9BYQ9	KRTAP4-8
UniProtKB:P28482	MAPK1
UniProtKB:Q7L7X3	TAOK1
UniProtKB:A8MX34	KRTAP29-1
UniProtKB:Q9BYV2	TRIM54
UniProtKB:Q9BYV6	TRIM55
UniProtKB:Q9BYX7	POTEKP
UniProtKB:Q8IYA6	CKAP2L
UniProtKB:Q8TED9	AFAP1L1
UniProtKB:Q8TEB7	RNF128
UniProtKB:Q8TEA7	TBCK
UniProtKB:Q3SX64	CIMAP1D
UniProtKB:O00165	HAX1
UniProtKB:O00160	MYO1F
UniProtKB:O00159	MYO1C
UniProtKB:Q8IY82	DRC7
UniProtKB:Q8IXW0	LMNTD2
UniProtKB:O00151	PDLIM1
UniProtKB:Q7L0Q8	RHOU
UniProtKB:P09327	VIL1
