Gene_symbol,log2FC_RNA,log2FC_Protein,RNA_diff,Protein_diff,RNA_protein_diff,diff_colour,Final_colour
ANKRD13B,0.6104530228485956,-0.4764380439429874,No,No,1.086891066791583,Big,grey
ANKRD13D,-0.13849082589468953,0.44243215989638784,No,No,-0.5809229857910774,Small,grey
ANKRD17,-0.2418506989168696,0.03850854549061289,No,No,-0.2803592444074825,Small,grey
ANKRD24,-0.6195029896299693,1.8775466340263742,No,Up,-2.4970496236563435,Big,ltblue
ANKRD27,0.4975157351786992,-0.21501289097085063,No,No,0.7125286261495498,Small,grey
ANKRD28,0.38783008713825096,0.09183357963046213,No,No,0.29599650750778883,Small,grey
ANKRD34A,-0.1607194079746428,0.26546114322833336,No,No,-0.42618055120297615,Small,grey
ANKRD36C,NA,-0.37851162325373,NA,No,NA,NA,NA
ANKRD44,1.045643301142184,1.3908254056222926,Up,Up,-0.34518210448010866,Small,yellow
ANKRD45,-0.2046863923575828,-0.210890235937919,No,No,0.00620384358033621,Small,grey
ANKRD46,-0.019432208345434354,0.19556998932678482,No,No,-0.21500219767221918,Small,grey
ANKRD50,0.9384404979786938,1.176831978955983,No,Up,-0.23839148097728913,Small,ltblue
ANKRD54,0.3951977644568916,-0.2763010783957176,No,No,0.6714988428526092,Small,grey
ANKRD63,0.281115147941843,-4.377695388413915,No,Down,4.658810536355759,Big,ltblue
ANKS1A,-0.9372876019326633,-0.1452846137833017,No,No,-0.7920029881493615,Small,grey
ANKS1B,0.013804675330152172,1.8682404587848698,No,Up,-1.8544357834547176,Big,ltblue
ANKZF1,1.3385372635427504,-0.27928881955785023,Up,No,1.6178260831006006,Big,blue
ANO10,-0.8584424554709418,-0.10499071023144424,No,No,-0.7534517452394975,Small,grey
ANO6,-0.8000878861174197,-0.9704355424578619,No,No,0.17034765634044224,Small,grey
ANO8,0.08014576419888808,0.4573871066469408,No,No,-0.37724134244805274,Small,grey
ANOS1,NA,0.15995375114742139,NA,No,NA,NA,NA
ANP32A,0.59516445203541,-0.09939437139204621,No,No,0.6945588234274562,Small,grey
ANP32B,-0.2552529001283306,-1.5225591880736413,No,Down,1.2673062879453107,Big,ltblue
ANP32E,-1.724018748090323,-2.3175821763190694,Down,Down,0.5935634282287463,Small,yellow
ANPEP,-1.7426848190327116,-0.3820952757186511,Down,No,-1.3605895433140605,Big,blue
ANTXR1,-0.4387947563237108,-0.5558161550616392,No,No,0.11702139873792838,Small,grey
ANTXR2,1.1522181618880665,0.8516124023236307,Up,No,0.3006057595644358,Small,blue
ANXA1,-1.095556612563563,-1.9640804257450561,Down,Down,0.8685238131814932,Small,yellow
ANXA11,-1.412640023953351,-0.4861336841372914,Down,No,-0.9265063398160596,Small,blue
ANXA2,-2.3761522587395416,-1.1038344841774723,Down,Down,-1.2723177745620693,Big,orange
ANXA3,-6.521236656686481,-0.6353857344177314,Down,No,-5.88585092226875,Big,blue
ANXA4,-1.8600378545250034,-1.7745988287912136,Down,Down,-0.08543902573378981,Small,yellow
ANXA5,-1.7329924834239354,-1.5893267860606066,Down,Down,-0.1436656973633288,Small,yellow
ANXA6,-0.692704218222103,-1.0103117575380338,No,Down,0.3176075393159308,Small,ltblue
ANXA7,-0.13138128734553245,-0.46903238891957244,No,No,0.33765110157404,Small,grey
AOC3,1.2248456765421794,0.010416615945338048,Up,No,1.2144290605968413,Big,blue
AP1B1,0.05616278903709926,0.27542580253549076,No,No,-0.2192630134983915,Small,grey
AP1G1,0.3683876064108813,0.588365312740244,No,No,-0.21997770632936264,Small,grey
AP1M1,0.74896731856672,0.4891215058087113,No,No,0.2598458127580088,Small,grey
AP1S1,-0.24414068248055631,0.5263945867713531,No,No,-0.7705352692519094,Small,grey
AP1S2,-0.07151976526959558,0.5628144599592373,No,No,-0.6343342252288329,Small,grey
AP2A1,0.20172702845130885,0.7850068805064438,No,No,-0.583279852055135,Small,grey
AP2A2,-0.025457367909410333,0.7575225761517483,No,No,-0.7829799440611587,Small,grey
AP2B1,-0.14746491866100264,0.6945067010061123,No,No,-0.841971619667115,Small,grey
AP2M1,0.24869991624220233,0.7881374873930227,No,No,-0.5394375711508204,Small,grey
AP2S1,-0.04099313003738647,0.7548875021634682,No,No,-0.7958806322008547,Small,grey
AP3B1,-0.6106513436505321,-0.6634566335717018,No,No,0.05280528992116973,Small,grey
AP3B2,0.3724347674078601,1.015114468036053,No,Up,-0.642679700628193,Small,ltblue
AP3D1,-0.235869362310674,0.8508676940178077,No,No,-1.0867370563284817,Big,grey
AP3M1,0.6051532996198468,0.721476589523256,No,No,-0.11632328990340923,Small,grey
AP3M2,-0.3859076316446708,0.7308972948183055,No,No,-1.1168049264629762,Big,grey
AP3S1,-1.2342627649129434,0.7123714360101729,Down,No,-1.9466342009231163,Big,blue
AP4E1,-0.028777313555783418,0.060561245634761285,No,No,-0.0893385591905447,Small,grey
AP4S1,-0.22839107962195881,0.21016140746223755,No,No,-0.43855248708419636,Small,grey
AP5B1,NA,0.5545888516776372,NA,No,NA,NA,NA
AP5M1,NA,-0.16904557743404514,NA,No,NA,NA,NA
APAF1,-0.13741760369905442,-0.49851605697541324,No,No,0.3610984532763588,Small,grey
APBA1,-0.555320047868316,0.351112818864582,No,No,-0.906432866732898,Small,grey
APBA2,0.3318049314871967,0.4422147603489428,No,No,-0.1104098288617461,Small,grey
APBB1,0.21016075198995932,0.18854394833269694,No,No,0.021616803657262373,Small,grey
APBB2,-0.3206566398929924,0.6949852880489846,No,No,-1.015641927941977,Big,grey
APC,-1.0773081028500169,0.9996394402384148,Down,No,-2.0769475430884317,Big,blue
APC2,0.45531038158202897,0.8063479273141905,No,No,-0.3510375457321615,Small,grey
APEH,0.3178810900676927,-0.11641307926884892,No,No,0.43429416933654164,Small,grey
APEX1,1.1131762192816552,-0.27830612850920033,Up,No,1.3914823477908556,Big,blue
APH1A,0.29377739828574345,-0.3556112211436506,No,No,0.6493886194293941,Small,grey
APIP,0.7425788709075177,-0.8400731006129138,No,No,1.5826519715204315,Big,grey
APLP1,0.12875750787300344,0.5486159979326661,No,No,-0.4198584900596627,Small,grey
APLP2,-0.323461993416549,0.8118035360836622,No,No,-1.1352655295002112,Big,grey
APMAP,NA,0.09719401765818958,NA,No,NA,NA,NA
APOA1,-0.9773428236802796,-0.26682612057570765,No,No,-0.7105167031045719,Small,grey
APOA2,NA,-0.05406984803381398,NA,No,NA,NA,NA
APOA4,Inf,-0.7165593835043689,Up,No,Inf,Big,blue
APOB,-0.1268456502791908,-1.0829652545894906,No,Down,0.9561196043102997,Small,ltblue
APOC1,-2.1843033088895325,-0.8154106530025462,Down,No,-1.3688926558869863,Big,blue
APOC2,-5.60954269904326,-1.2984716314233538,Down,Down,-4.311071067619906,Big,orange
APOC3,NA,-1.336238888395238,NA,Down,NA,NA,NA
APOD,-1.5998194245972563,0.6841096983325752,Down,No,-2.2839291229298313,Big,blue
APOE,-4.0913562660064855,-1.299574370608875,Down,Down,-2.7917818953976106,Big,orange
APOH,NA,-0.16057613488371913,NA,No,NA,NA,NA
APOL2,-1.9257857089868906,-1.2346187236697066,Down,Down,-0.691166985317184,Small,yellow
APOO,0.052183281688441774,-0.12958849792963179,No,No,0.18177177961807356,Small,grey
APOOL,-1.1821387498839102,-0.7636430893237804,Down,No,-0.41849566056012977,Small,blue
APPBP2,-0.3803903515318474,0.3752115187856555,No,No,-0.7556018703175029,Small,grey
APPL1,0.24263641162099425,-0.05825822297966887,No,No,0.3008946346006631,Small,grey
APPL2,0.49531769314754603,-0.6976665321457975,No,No,1.1929842252933436,Big,grey
APRT,0.4446407266982453,-0.8165993750637988,No,No,1.261240101762044,Big,grey
APTX,0.6283019783793198,0.13660728997291827,No,No,0.4916946884064015,Small,grey
AQP1,-1.1262646822605291,-2.663544524696837,Down,Down,1.5372798424363079,Big,orange
AQP4,-7.073138330349451,-4.407620476351209,Down,Down,-2.6655178539982423,Big,orange
AQR,0.6479646090957488,-0.38749474285463315,No,No,1.035459351950382,Big,grey
ARAF,0.3660503121782692,-0.38054912289355336,No,No,0.7465994350718226,Small,grey
ARAP1,0.7004063910088818,-0.6132921167130263,No,No,1.313698507721908,Big,grey
ARAP2,-1.2264422826574992,-0.2073608081446352,Down,No,-1.019081474512864,Big,blue
ARAP3,0.8891140408902288,-1.2483129001270283,No,Down,2.137426941017257,Big,ltblue
ARCN1,0.053011299811955404,5.14063614955873e-4,No,No,0.05249723619699953,Small,grey
ARF3,-0.4769005504160333,0.5777350992817745,No,No,-1.0546356496978078,Big,grey
ARF4,-0.08514091038728999,0.44435124693703365,No,No,-0.5294921573243236,Small,grey
ARF5,0.33083947171970784,0.6077298593200862,No,No,-0.2768903876003783,Small,grey
ARF6,0.3997786866735531,0.3249718537345867,No,No,0.0748068329389664,Small,grey
ARFGAP1,0.45090829711813907,0.39203834567119067,No,No,0.0588699514469484,Small,grey
ARFGAP2,0.5559137567755941,0.4189947232769651,No,No,0.136919033498629,Small,grey
ARFGAP3,0.8753723814546972,0.23829392660252324,No,No,0.637078454852174,Small,grey
ARFGEF1,0.32321532904378136,0.8717259783456459,No,No,-0.5485106493018646,Small,grey
ARFGEF2,0.12675716695909445,0.05385910670005423,No,No,0.07289806025904022,Small,grey
ARFGEF3,NA,1.109481401629079,NA,Up,NA,NA,NA
ARFIP1,0.15580247539371817,-0.7574296967259215,No,No,0.9132321721196397,Small,grey
ARFIP2,0.3623682588799446,0.4106599750010149,No,No,-0.048291716121070305,Small,grey
ARFRP1,-0.24918962514070975,0.13333226477580684,No,No,-0.3825218899165166,Small,grey
ARG2,-0.3540487383923381,-0.14244426502020424,No,No,-0.21160447337213384,Small,grey
ARGLU1,1.1916105165297957,-0.38940587935863213,Up,No,1.5810163958884278,Big,blue
ARHGAP1,0.45200634178160115,0.03399248740436356,No,No,0.4180138543772376,Small,grey
ARHGAP17,-0.1027424460524724,-1.7699524100481465,No,Down,1.6672099639956741,Big,ltblue
ARHGAP18,-1.5254774381613339,-0.6382238578338306,Down,No,-0.8872535803275032,Small,blue
ARHGAP20,2.880401230608543,1.8708368829130615,Up,Up,1.0095643476954814,Big,orange
ARHGAP21,0.9268191202978637,0.9311476282742497,No,No,-0.0043285079763859535,Small,grey
ARHGAP23,-0.08341504402474254,0.3969874599221219,No,No,-0.48040250394686446,Small,grey
ARHGAP26,-2.521332026676876,-1.2062226074499982,Down,Down,-1.3151094192268777,Big,orange
ARHGAP28,1.5391472530126147,0.31774029792392877,Up,No,1.221406955088686,Big,blue
ARHGAP29,-1.3427291142094957,0.029443777892482537,Down,No,-1.3721728921019782,Big,blue
ARHGAP31,-1.9638244959054996,-0.20163386116965043,Down,No,-1.7621906347358491,Big,blue
ARHGAP32,0.14729990273765203,0.4171824167249021,No,No,-0.26988251398725005,Small,grey
ARHGAP33,0.12623216328622444,0.1003744768542365,No,No,0.025857686431987936,Small,grey
ARHGAP35,-0.11826951333746738,0.635370795667864,No,No,-0.7536403090053314,Small,grey
ARHGAP39,-0.13646026762799757,1.360156476922917,No,Up,-1.4966167445509146,Big,ltblue
ARHGAP44,0.25166023417394,1.4725988548153204,No,Up,-1.2209386206413804,Big,ltblue
ARHGAP45,NA,0.2730184944064158,NA,No,NA,NA,NA
ARHGAP5,-0.4257512695176795,0.28914289323300935,No,No,-0.7148941627506888,Small,grey
ARHGDIA,0.46117250676489174,0.5664854728688518,No,No,-0.10531296610396002,Small,grey
ARHGDIB,-0.9452889209211781,-0.43757111618191935,No,No,-0.5077178047392588,Small,grey
ARHGEF1,0.058342958280466206,-1.1385576036228642,No,Down,1.1969005619033304,Big,ltblue
ARHGEF10,0.15889256930231677,-1.311342234723595,No,Down,1.4702348040259117,Big,ltblue
ARHGEF10L,0.6323257494003576,0.1860053697427233,No,No,0.44632037965763427,Small,grey
ARHGEF12,0.21462800394012183,0.724449382406597,No,No,-0.5098213784664751,Small,grey
ARHGEF16,-5.374441379023713,-0.5269303793497411,Down,No,-4.847510999673972,Big,blue
ARHGEF17,-1.0343362805147507,-0.5936538195993055,Down,No,-0.44068246091544516,Small,blue
ARHGEF18,0.18309386810010553,0.254461594583967,No,No,-0.07136772648386147,Small,grey
ARHGEF2,0.9923009528419691,0.10711826534497426,No,No,0.8851826874969948,Small,grey
ARHGEF26,-1.44099920218037,-0.11759623132483821,Down,No,-1.3234029708555317,Big,blue
ARHGEF40,-0.49327633050462527,-0.9635561442165805,No,No,0.47027981371195526,Small,grey
ARHGEF6,-2.1203690734914287,-0.8559312533831189,Down,No,-1.2644378201083097,Big,blue
ARHGEF7,0.012944344932826812,-0.20836919087316375,No,No,0.22131353580599056,Small,grey
ARHGEF9,0.46974376595570266,0.15609227868168762,No,No,0.31365148727401504,Small,grey
ARID1A,0.3716695345361436,-0.5280393426527148,No,No,0.8997088771888584,Small,grey
ARID1B,-0.19730541626491593,-0.6843238735447681,No,No,0.48701845727985216,Small,grey
ARID2,0.5954891605538783,-0.9593419952589031,No,No,1.5548311558127814,Big,grey
ARID4A,0.6803224664623522,-0.5379710643539948,No,No,1.218293530816347,Big,grey
ARID4B,0.4583973244040469,-0.8524074016676835,No,No,1.3108047260717304,Big,grey
ARIH1,0.5147270477710659,-0.07341468143942542,No,No,0.5881417292104913,Small,grey
ARIH2,0.6090790496441629,0.017508233219890812,No,No,0.5915708164242721,Small,grey
ARL1,-0.9142121141672555,-0.3101854992046942,No,No,-0.6040266149625613,Small,grey
ARL10,-0.008144609894080723,1.0803640033576531,No,Up,-1.0885086132517339,Big,ltblue
ARL14EP,NA,-0.1350157394244773,NA,No,NA,NA,NA
ARL15,1.1131949447726468,3.2392657351612044,Up,Up,-2.1260707903885576,Big,orange
ARL2,-0.5295084288368832,0.8147240540965051,No,No,-1.3442324829333883,Big,grey
ARL2BP,0.6168217195763228,-0.5694942820010294,No,No,1.1863160015773522,Big,grey
ARL3,-0.2620428915168995,-0.05100815585030993,No,No,-0.2110347356665896,Small,grey
ARL4C,0.12996121149384887,-1.2313619939063916,No,Down,1.3613232054002404,Big,ltblue
ARL6,-0.03955393639160043,0.3245937589125276,No,No,-0.36414769530412805,Small,grey
ARL6IP4,0.04001246367166722,-1.3775204208506797,No,Down,1.417532884522347,Big,ltblue
ARL6IP5,-0.2748899889364731,0.489290813116126,No,No,-0.7641808020525991,Small,grey
ARL6IP6,0.26533328715075766,-1.4269173511943807,No,Down,1.6922506383451383,Big,ltblue
ARL8A,0.12108536874436737,0.7040076345566693,No,No,-0.5829222658123019,Small,grey
ARL8B,0.015342872010721376,-0.004487390992314211,No,No,0.019830263003035586,Small,grey
ARMC1,0.37479830935784264,-0.1487804271127633,No,No,0.5235787364706059,Small,grey
ARMC10,-0.09830128790952086,-0.2880484600632034,No,No,0.18974717215368253,Small,grey
ARMC5,0.24643519190374752,-0.5849625007211561,No,No,0.8313976926249036,Small,grey
ARMC6,0.8327750855849736,0.7530331804957324,No,No,0.07974190508924117,Small,grey
ARMC8,-0.045964770549864475,0.014427070635280259,No,No,-0.060391841185144735,Small,grey
ARMC9,-1.1058173268354203,0.023452509122050103,Down,No,-1.1292698359574704,Big,blue
ARMCX1,0.2123337195762911,0.383580396823044,No,No,-0.1712466772467529,Small,grey
ARMCX2,-0.30607722292548445,0.3687414074465547,No,No,-0.6748186303720392,Small,grey
ARMCX3,-0.42476043709038436,-0.13088486934183052,No,No,-0.29387556774855383,Small,grey
ARMCX4,-0.35058152637720985,0.758791956619385,No,No,-1.1093734829965949,Big,grey
ARMH3,NA,0.5409991107804171,NA,No,NA,NA,NA
ARMH4,NA,0.5820497296108034,NA,No,NA,NA,NA
ARMT1,NA,-0.45375376846744153,NA,No,NA,NA,NA
ARNT2,0.5217949801423964,-0.19117950353248325,No,No,0.7129744836748797,Small,grey
ARPC1A,0.2186660535968885,0.9096060800218897,No,No,-0.6909400264250012,Small,grey
ARPC1B,-1.092699568027907,-0.14495981644093092,Down,No,-0.9477397515869761,Small,blue
ARPC2,0.3440700799394705,0.7137304774389186,No,No,-0.3696603974994481,Small,grey
ARPC3,0.15899489587686144,0.5250311506792595,No,No,-0.3660362548023981,Small,grey
ARPC4,0.007276036530772245,0.8574356103353971,No,No,-0.8501595738046248,Small,grey
ARPC5,0.35609385883747535,0.7010113962568543,No,No,-0.3449175374193789,Small,grey
ARPC5L,-0.34823483663483756,0.3486594850155491,No,No,-0.6968943216503867,Small,grey
ARPIN,NA,-0.3775072283610985,NA,No,NA,NA,NA
ARPP19,-0.3131064423537815,-0.03827448549337298,No,No,-0.2748319568604085,Small,grey
ARPP21,1.3310187426122861,-3.39902471966436,Up,Down,4.730043462276646,Big,red
ARRB1,-0.03899678257492267,0.9941683031449529,No,No,-1.0331650857198755,Big,grey
ARRB2,0.30582762905686156,0.04461955807145124,No,No,0.2612080709854103,Small,grey
ARRDC1,0.2236396846811064,0.10347611994974049,No,No,0.12016356473136591,Small,grey
ARSA,0.012566644141636996,0.007328413564313685,No,No,0.005238230577323311,Small,grey
ARSB,0.7457879484416152,0.1292324395451523,No,No,0.6165555088964629,Small,grey
ARSD,0.20773421611792042,-1.0352371800565416,No,Down,1.242971396174462,Big,ltblue
ARSE,-1.161341667209661,-1.6814704815745025,Down,Down,0.5201288143648415,Small,yellow
ARSK,0.45545558083329896,0.3023818224420065,No,No,0.15307375839129245,Small,grey
ARVCF,0.1497071505019001,0.18168334078871773,No,No,-0.03197619028681764,Small,grey
ARX,3.280613594308836,-2.223318980728961,Up,Down,5.503932575037798,Big,red
AS3MT,1.0393843332372015,-0.14904605093853363,Up,No,1.188430384175735,Big,blue
ASAH1,-0.41335743627946897,-0.1377254812600892,No,No,-0.27563195501937976,Small,grey
ASAP1,0.3673042077889279,-0.5361827468082474,No,No,0.9034869545971753,Small,grey
ASAP2,0.23784074332394978,-0.24084320930203162,No,No,0.4786839526259814,Small,grey
ASAP3,-0.8010045749290331,-0.6497187090633973,No,No,-0.15128586586563575,Small,grey
ASB1,-0.15708536077800517,0.6309748984779917,No,No,-0.7880602592559969,Small,grey
ASB3,-0.03927634165150118,0.511252814538147,No,No,-0.55052915618964815,Small,grey
ASB6,0.4015558923734672,0.4766363479969362,No,No,-0.07508045562346899,Small,grey
ASCC1,0.20580949277370486,-0.1808921944863151,No,No,0.38670168726001997,Small,grey
ASCC2,0.917227296198948,-0.34799786708370295,No,No,1.265225163282651,Big,grey
ASCC3,-0.4485341824259609,-0.25622119345030114,No,No,-0.19231298897565974,Small,grey
ASF1A,0.23305658170428956,-0.878979102628282,No,No,1.1120356843325716,Big,grey
ASH1L,0.7414063313763828,0.11883622950985018,No,No,0.6225701018665326,Small,grey
ASH2L,0.08442514898855791,-0.6989689843826667,No,No,0.7833941333712247,Small,grey
ASIC1,NA,0.08024228740303307,NA,No,NA,NA,NA
ASL,-1.1718354735073588,-0.48870941115954203,Down,No,-0.6831260623478168,Small,blue
ASMTL,NA,-0.0642139207352237,NA,No,NA,NA,NA
ASNA1,0.22160948915354606,-0.06553656624883075,No,No,0.2871460554023768,Small,grey
ASNS,-0.2112291605486214,-0.018533560623142264,No,No,-0.19269559992547913,Small,grey
ASNSD1,0.5960703336331772,-0.24489506522255677,No,No,0.840965398855734,Small,grey
ASPH,-0.28189190232513206,-1.1424642059908408,No,Down,0.8605723036657087,Small,ltblue
ASPHD1,-0.5990189002329434,0.1613338528847983,No,No,-0.7603527531177416,Small,grey
ASPHD2,-0.04136362404637861,0.4453874818710153,No,No,-0.4867511059173939,Small,grey
ASPSCR1,-0.38571911388595037,-0.1254816693792815,No,No,-0.26023744450666886,Small,grey
ASRGL1,-0.018941345449027036,-0.41710930692918957,No,No,0.39816796148016254,Small,grey
ASS1,-2.3047547157941355,-1.4248881877121553,Down,Down,-0.8798665280819802,Small,yellow
ASTN1,-0.22125083944827884,-0.5522316343817106,No,No,0.3309807949334318,Small,grey
ASTN2,0.35503815898309865,0.14127199356584796,No,No,0.2137661654172507,Small,grey
ATAD1,-0.42668623372925785,-0.25313622208760833,No,No,-0.17355001164164952,Small,grey
ATAD2,-0.41880786758406974,-1.3018237546188107,No,Down,0.883015887034741,Small,ltblue
ATAD2B,0.8107080257213505,-0.6024076351805654,No,No,1.4131156609019158,Big,grey
ATAD3A,0.16885616737226483,-0.3292381362930499,No,No,0.4980943036653147,Small,grey
ATAT1,1.0413277775623895,1.1802462949460182,Up,Up,-0.1389185173836287,Small,yellow
ATCAY,0.7387500010684107,0.7203354103387749,No,No,0.018414590729635805,Small,grey
ATF2,0.31765717151391915,-0.21874002687711425,No,No,0.5363971983910334,Small,grey
ATF7IP,0.49800480033763406,-0.6680309626833001,No,No,1.1660357630209341,Big,grey
ATG101,NA,0.23312343092141674,NA,No,NA,NA,NA
ATG13,1.014808519351356,0.6652435344463177,Up,No,0.3495649849050384,Small,blue
ATG14,0.3984162857700293,-0.3268773108590963,No,No,0.7252935966291256,Small,grey
ATG16L1,0.16244892479800832,-0.05368787089398808,No,No,0.2161367956919964,Small,grey
ATG2A,0.2728617341082744,0.06550995345939814,No,No,0.20735178064887627,Small,grey
ATG2B,0.4378289898673471,0.46714196607207725,No,No,-0.029312976204730168,Small,grey
ATG3,0.41726061246098345,0.22460722315077852,No,No,0.19265338931020493,Small,grey
ATG4B,0.4063035821151555,0.6262215853810975,No,No,-0.21991800326594202,Small,grey
ATG5,0.060490648020389504,0.0955971540434728,No,No,-0.035106506023083295,Small,grey
ATG7,0.9690908847656634,-0.03897989325257534,No,No,1.0080707780182387,Big,grey
ATG9A,0.3023180800026073,-0.23240524132953322,No,No,0.5347233213321405,Small,grey
ATIC,0.3537858119547903,-0.06762378233676536,No,No,0.42140959429155567,Small,grey
ATL1,-0.4252754663654237,0.6258411727945443,No,No,-1.051116639159968,Big,grey
ATL3,-0.43548312823858704,-0.9577978879738609,No,No,0.5223147597352739,Small,grey
ATM,0.34195313407943756,-1.1999375705087516,No,Down,1.541890704588189,Big,ltblue
ATN1,0.12272648718571588,-0.14167007361646355,No,No,0.26439656080217944,Small,grey
ATOX1,-0.20799456328996202,0.4939347838686352,No,No,-0.7019293471585972,Small,grey
ATP11A,-0.7078397048598517,-0.6524139587274664,No,No,-0.05542574613238527,Small,grey
ATP11B,0.5575059455767837,-0.3870231231092469,No,No,0.9445290686860306,Small,grey
